Sample_Number,Date_Collected,Storage_Solution,CollectionSite,Collection_Site_Location_Details,Brood_year,Year_Class,Oyster_Length_,Oyster_Depth,Weight_g,Size_Class,Tissue,,,,,,,
686,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
687,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
688,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
689,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
690,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
691,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
692,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,1,2 cm,,2 g,1,Whole,,,,,,,
693,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,1,2 cm,,2 g,#N/A,Whole,,,,,,,
694,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
695,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,<1 yr,1 cm,,<1 g,1,Whole,,,,,,,
696,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
697,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
698,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
699,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
700,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
701,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
702,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
703,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
704,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
705,2017-05-27,95% Ethanol,Pipestem,Rob Cove,,2,9-11 cm,,90-165 g,5,Mantle,,,,,,,
706,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
707,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
708,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
709,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
710,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
711,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
712,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
713,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
714,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
715,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
716,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
717,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
718,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
719,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
720,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
721,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
722,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
723,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
724,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
725,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
726,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
727,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
728,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
729,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
730,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
731,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
732,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
733,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
734,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
735,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
736,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
737,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
738,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
739,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
740,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
741,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
742,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
743,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
744,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
745,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
746,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
747,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
748,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
749,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
750,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
751,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
752,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
753,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,2,Mantle,,,,,,,
754,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,3,Mantle,,,,,,,
755,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
756,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
757,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
758,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
759,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
760,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
761,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
762,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
763,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
764,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
765,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
766,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
767,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
768,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
769,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
770,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
771,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
772,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
773,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
774,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
775,2017-05-28,95% Ethanol,Pendrell,"Beach 2, tree beach",2016,1 year,3-4 cm,1 cm,3-8 grams,#N/A,Mantle,,,,,,,
776,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
777,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
778,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
779,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
780,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
781,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
782,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
783,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
784,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
785,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
786,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
787,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
788,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
789,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
790,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
791,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
792,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
793,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
794,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
795,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
796,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
797,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
798,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
799,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
800,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
801,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
802,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
803,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
804,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
805,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
806,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
807,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
808,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
809,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
810,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
811,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
812,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
813,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
814,2017-05-28,95% Ethanol,Pendrell,"Beach 3, lake beach",2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
815,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
816,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
817,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
818,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
819,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
820,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
821,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
822,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
823,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,3,Mantle,,,,,,,
824,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
825,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
826,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
827,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
828,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
829,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
830,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
831,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
832,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
833,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
834,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
835,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
836,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
837,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
838,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
839,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
840,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
841,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
842,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
843,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
844,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
845,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
846,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
847,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
848,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
849,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
850,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
851,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
852,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
853,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
854,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
855,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
856,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
857,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
858,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
859,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
860,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
861,2017-05-28,95% Ethanol,Pendrell,Beach 1,2015,2 year,5-6 cm,2.5 cm,30-50 grams,#N/A,Mantle,,,,,,,
862,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,2,Mantle,,,,,,,
863,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,2,Mantle,,,,,,,
864,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,2,Mantle,,,,,,,
865,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,2,Mantle,,,,,,,
866,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,2,Mantle,,,,,,,
867,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
868,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
869,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
870,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
871,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
872,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
873,2017-05-27,95% Ethanol,Pipestem,Rob Cove,2016,1,3-4 cm,1.5 cm,12-14 grams,#N/A,Mantle,,,,,,,
